surface,abi_const,abi_symbol,declared_in,exported_in
PARALEL,UXB_RT_SYMBOL_PARALLEL_RUN,uxb_parallel_run,src/runtime/native/uxb_runtime_abi.fbs,native/uxb_runtime/uxb_runtime.h
