code;class;message;source
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests/adim36_full_surface/positive/45_gui_winapi_surface.bas:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/gui_winapi.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests/adim36_full_surface/positive/61_preprocessor_foreach_ifn_elif.uxb:13] META_UNKNOWN_DIRECTIVE: ENDFOREACH;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests/adim36_full_surface/positive/62_plain_include_visibility.uxb:1] LEX_INCLUDE_FAILED: tests/adim36_full_surface/includes/adim42_inc_math.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests/adim36_full_surface/positive/67_preprocessor_foreach_adim42.uxb:4] META_UNKNOWN_DIRECTIVE: ENDFOREACH;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests/full_layer/negative/93_unsafe_include.uxb:1] LEX_UNSAFE_INCLUDE_PATH: ..\secret.bas;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests\adim30_10step\negative\92_include_cycle_b.uxb:1] LEX_INCLUDE_CYCLE: tests\adim30_10step\negative\92_include_cycle_a.uxb;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests\adim36_full_surface\includes\cycle_b.uxbh:1] LEX_INCLUDE_CYCLE: tests\adim36_full_surface\includes\cycle_a.uxbh;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: preprocess fail [tests\full_layer\negative\92_include_cycle_b.uxb:1] LEX_INCLUDE_CYCLE: tests\full_layer\negative\92_include_cycle_a.uxb;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Isletim hatasi | ham: unknown type: PTR;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Slot turu gecersiz | ham: parse failed with 7 error(s), first: [PARSER_STMT_FAIL] [5:6] invalid slot kind worker near IDENT('worker') @5:6;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:13] CONST: missing = near KEYWORD('AS') @1:13;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:23] missing ( in signature near KEYWORD('CDECL') @1:23;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:29] missing ( in signature near IDENT('lib') @1:29;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:8] IMPORT: expected syntax IMPORT(<LANG>, file) near IDENT('dll') @1:8;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:8] IMPORT: expected syntax IMPORT(<LANG>, file) near IDENT('lib') @1:8;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] DECLARE: expected SUB or FUNCTION near IDENT('function') @1:9;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/cycle_a.uxb;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/gui_winapi.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/math_aliase;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/nested_cons;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:9] INCLUDE: unsafe or unsupported path near STRING('tests/adim36_full_surface/includes/science_rou;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [10:7] statement parse failed near OP('#') @10:7;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [2:15] THREAD: unexpected trailing tokens near KEYWORD('SLOT') @2:15;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [2:7] expression expected near OP('=') @2:7;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [22:18] ON: unexpected trailing tokens near KEYWORD('SLOT') @22:18;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [3:1] missing END IF near EOF('') @3:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [3:93] missing ) in signature near IDENT('text') @3:93;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [4:1] missing END IF near EOF('') @4:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [4:13] statement parse failed near UNKNOWN('$') @4:13;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [42:1] missing END IF near EOF('') @42:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [8:5] AST contract node missing: WHILE_STMT near EOL('') @8:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 2 error(s), first: [2:5] CLASS: field identifier expected;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [2:14] EVENT: unexpected trailing tokens near KEYWORD('SLOT') @2:14;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [2:5] END: unexpected arguments near KEYWORD('THREAD') @2:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [3:5] END: unexpected arguments near IDENT('thread') @3:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [4:5] CLASS: duplicate member name: X near IDENT('x') @4:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [6:12] statement parse failed near UNKNOWN('$') @6:12;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [1:17] CONST: value expression expected near UNKNOWN('{') @1:17;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [2:1] statement parse failed near OP('<') @2:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [3:11] missing ) in signature near IDENT('n') @3:11;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [3:5] END: unexpected arguments near IDENT('thread') @3:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 3 error(s), first: [PARSER_STMT_FAIL] [5:1] CLASS: duplicate CONSTRUCTOR declaration near KEYWORD('CONSTRUCTOR') @5:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 5 error(s), first: [PARSER_STMT_FAIL] [1:68] parameter identifier expected near EOL('') @1:68;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 5 error(s), first: [PARSER_STMT_FAIL] [5:33] statement parse failed near OP(',') @5:33;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Ayristirma basarisiz: Sozdizimi cozumleme hatasi | ham: parse failed with 8 error(s), first: [PARSER_STMT_FAIL] [2:8] IMPORT: expected syntax IMPORT(<LANG>, file) near IDENT('dll') @2:8;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Desteklenmeyen cagir | ham: exec: unsupported call LEFT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Desteklenmeyen cagir | ham: exec: unsupported call UCASE;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Dosya acma hatasi: Dosya bulunamadi (7012) | ham: exec: OPEN failed (7012) file not found;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Dosya I/O hatasi: Okuma modu uygun degil (7006) | ham: exec: INPUT# failed (7006) mode not readable;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Isletim hatasi | ham: exec: Expression: Tanımlanmamış değişken: RND;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Isletim hatasi | ham: exec: PRINT# mode not writable;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Isletim hatasi | ham: exec: unsupported statement kind PRINT_FILE_STMT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Bellek yurutme basarisiz: Isletim hatasi | ham: exec: unsupported statement kind WHILE_STMT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: BIGF/BIGD/BALL runtime DLL build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\bigfp__build_bigfp_dll.bat.log
;;ERROR: compiler build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\baseline\logs\mir_x64_prompt3_smoke.log
;;ERROR: Detayli parse hatalari yazildi: dist\parse_errors.txt;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: duckdb.h not found: uxb\dist\runtime_ext\deps\uxdataframe\include\duckdb.h;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxdataframe__build_uxdataframe_dll.bat.log
;;ERROR: FP128 DLL build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\fp128__build_fp128_dll.bat.log
;;ERROR: FP80 build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\baseline\logs\extfp_codegen_smoke.log
;;ERROR: FP80 DLL build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\fp80__build_fp80_dll.bat.log
;;ERROR: FreeBASIC compiler not found: tools\FreeBASIC-1.10.1-win64\fbc.exe;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\baseline\logs\extfp_codegen_smoke.log
;;ERROR: FreeBASIC fbc.exe bulunamadi.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\baseline\logs\build_compiler_root.log
;;ERROR: Girdi test harness gibi gorunuyor. --extract-src kullanarak ic kaynagi cikariniz;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Isletim hatasi | ham: TR: Desteklenmeyen kaynak dosya uzantisi: .uxb (.bas/.uxm bekleniyor) | EN: Unsupported source file extension: .uxb (expected .bas/.uxm);C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Kaynak dosya yolu verilmedi | ham: source file path not provided;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: Keep F80 external runtime disabled until this DLL builds.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\fp80__build_fp80_dll.bat.log
;;ERROR: MIR interpreter basarisiz: MIR hata: CALL desteklenmiyor: LEFT | ham: MIR: CALL desteklenmiyor: LEFT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: MIR interpreter basarisiz: MIR hata: CALL OPEN basarisiz | ham: MIR: CALL OPEN basarisiz;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: MIR interpreter basarisiz: MIR hata: slot target arguman cozumlene medi | ham: MIR: slot target arguman cozumlene medi;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: MIR x64 experimental build pipeline henuz bagli degil, --emit-x64-nasm kullanin;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\adim2\cli_pipeline_runs\x64_mir_exe\stdout.log
;;ERROR: NATIVE_ONLY on JS target: CALL_API_STMT at 2:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: NATIVE_ONLY on JS target: CALL_API_STMT at 4:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: NATIVE_ONLY on JS target: CALL_API_STMT at 7:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: NATIVE_ONLY on JS target: CALL_DLL_STMT at 1:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: NATIVE_ONLY on JS target: CALL_DLL_STMT at 2:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: NATIVE_ONLY on JS target: CALL_DLL_STMT at 21:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: NATIVE_ONLY on JS target: CALL_DLL_STMT at 3:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: NATIVE_ONLY on JS target: CALL_DLL_STMT at 7:1;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;ERROR: ONNX Runtime headers not found. Run uxb\runtime_ext\uxonnx\fetch_uxonnx_deps.bat;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxonnx__build_uxonnx_dll.bat.log
;;ERROR: onnxruntime_c_api.h not found. Run fetch_uxonnx2_deps.bat;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxonnx2__build_uxonnx2_dll.bat.log
;;ERROR: OpenBLAS build failed. Try fallback:;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxaimath__build_uxaimath_dll.bat.log
;;ERROR: pkg-config not found: C:\msys64\ucrt64\bin\pkg-config.exe;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxgraph__build_uxgraph_dll.bat.log
;;ERROR: uxcollections.dll build failed. Check GLib package and pkg-config.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxcollections__build_uxcollections_dll.bat.log
;;ERROR: uxmath.dll build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxmath__build_uxmath_dll.bat.log
;;ERROR: uxmathcore.dll build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxmathcore__build_uxmathcore_dll.bat.log
;;ERROR: uxmatrix fallback build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxmatrix__build_uxmatrix_fallback_dll.bat.log
;;ERROR: uxmatrix OpenBLAS/LAPACKE build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxmatrix__build_uxmatrix_dll.bat.log
;;ERROR: uxnn OpenBLAS build failed. Try fallback build.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxnn__build_uxnn_dll.bat.log
;;ERROR: uxstats.dll build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxstats__build_uxstats_dll.bat.log
;;ERROR: uxstats2.dll build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxstats2__build_uxstats2_dll.bat.log
;;ERROR: uxtensor fallback build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxtensor__build_uxtensor_fallback_dll.bat.log
;;ERROR: uxtensor OpenBLAS build failed.;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\libraries\runtime_build_logs\uxtensor__build_uxtensor_dll.bat.log
;;summary: parse failed with 2 error(s), first: [PARSER_STMT_FAIL] [3:5] END: unexpected arguments near IDENT('thread') @3:5;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\parse_errors.txt
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: Expression: Tanımlanmamış değişken: RND;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: INPUT# failed (7006) mode not readable;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: OPEN failed (7012) file not found;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: PRINT# mode not writable;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: unsupported call LEFT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: unsupported call UCASE;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: unsupported statement kind PRINT_FILE_STMT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][AST_INTERPRETER] UXB_AST_INTERPRETER_FAILED: exec: unsupported statement kind WHILE_STMT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][MIR_INTERPRETER] UXB_MIR_INTERPRETER_FAILED: MIR: CALL desteklenmiyor: LEFT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][MIR_INTERPRETER] UXB_MIR_INTERPRETER_FAILED: MIR: CALL OPEN basarisiz;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][MIR_INTERPRETER] UXB_MIR_INTERPRETER_FAILED: MIR: slot target arguman cozumlene medi;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: CALL(DLL): signature token must be a keyword;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: INPUT#: targets must be IDENT;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:13] CONST: missing = near KEYWORD('AS') @1:13;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
;;WARN: [WARN][PARSER] UXB_PARSER_FAILED: parse failed with 1 error(s), first: [PARSER_STMT_FAIL] [1:23] missing ( in signature near KEYWORD('CDECL') @1:23;C:\Users\mete\Downloads\BasicOyunSource\UXBc_Clean\UXBc\uxb\dist\loglar\uxbasic.log
