category,item,lexer,parser,ast,semantic,hir,mir,ast_interpreter,mir_interpreter,x64_ast,x64_mir,runtime,tests,docs
builtin_functions,ABS,partial,implemented,missing,partial,missing,missing,diagnostic_only,missing,diagnostic_only,diagnostic_only,diagnostic_only,implemented,diagnostic_only
builtin_functions,ABSTRACT,partial,implemented,missing,partial,missing,missing,missing,missing,missing,missing,diagnostic_only,implemented,missing
builtin_functions,ADD,missing,diagnostic_only,missing,implemented,missing,partial,diagnostic_only,missing,diagnostic_only,diagnostic_only,diagnostic_only,implemented,diagnostic_only
builtin_functions,AND,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,diagnostic_only
builtin_functions,ANY,partial,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,implemented,missing
builtin_functions,API,missing,implemented,implemented,partial,missing,diagnostic_only,diagnostic_only,missing,missing,missing,diagnostic_only,implemented,partial
builtin_functions,APPEND,missing,missing,missing,partial,missing,missing,missing,missing,missing,missing,implemented,implemented,missing
builtin_functions,AS,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,partial
builtin_functions,ASC,implemented,implemented,implemented,implemented,missing,missing,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,diagnostic_only
builtin_functions,ASSERT,partial,implemented,missing,implemented,missing,diagnostic_only,missing,missing,missing,diagnostic_only,partial,implemented,missing
builtin_functions,ASSERT_STMT,missing,implemented,partial,partial,missing,diagnostic_only,missing,missing,missing,missing,partial,partial,missing
builtin_functions,ASSIGN_STMT,missing,implemented,partial,partial,missing,diagnostic_only,missing,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,ATN,partial,implemented,missing,partial,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,implemented,missing
builtin_functions,BALL,partial,implemented,missing,implemented,missing,missing,missing,missing,missing,missing,implemented,implemented,implemented
builtin_functions,BAND,missing,missing,missing,diagnostic_only,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,BIGD,partial,implemented,missing,implemented,missing,missing,missing,missing,missing,missing,implemented,implemented,implemented
builtin_functions,BIGF,partial,implemented,missing,implemented,missing,missing,missing,missing,missing,missing,implemented,implemented,implemented
builtin_functions,BINARY,missing,implemented,partial,implemented,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,missing,partial,implemented,partial
builtin_functions,BLOCK,missing,implemented,implemented,implemented,missing,partial,diagnostic_only,missing,diagnostic_only,diagnostic_only,diagnostic_only,implemented,partial
builtin_functions,BOR,missing,missing,missing,diagnostic_only,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,BXOR,missing,missing,missing,diagnostic_only,missing,diagnostic_only,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,BYREF,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,missing
builtin_functions,BYTE,partial,implemented,missing,partial,missing,missing,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,implemented,partial
builtin_functions,BYVAL,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,implemented,missing
builtin_functions,CALL,partial,implemented,missing,implemented,missing,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,partial,implemented,diagnostic_only
builtin_functions,CALL_DLL,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,partial,missing
builtin_functions,CALL_EXPR,missing,implemented,partial,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,implemented,missing
builtin_functions,CALL_STMT,missing,implemented,partial,implemented,partial,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,implemented,missing
builtin_functions,CAST,missing,missing,missing,diagnostic_only,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,partial
builtin_functions,CDBL,partial,implemented,missing,implemented,missing,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,partial,missing
builtin_functions,CDECL,partial,implemented,missing,partial,missing,partial,missing,diagnostic_only,missing,missing,implemented,implemented,missing
builtin_functions,CG,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,diagnostic_only,missing,missing,missing
builtin_functions,CHR,implemented,implemented,implemented,implemented,partial,diagnostic_only,diagnostic_only,missing,diagnostic_only,diagnostic_only,implemented,implemented,missing
builtin_functions,CINT,partial,implemented,missing,implemented,missing,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,implemented,implemented,diagnostic_only
builtin_functions,CLASS,partial,implemented,missing,implemented,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,missing,diagnostic_only,implemented,diagnostic_only
builtin_functions,CLASS_ACCESS,missing,partial,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,partial,missing
builtin_functions,CLASS_CONSTRUCTOR_DECL,missing,partial,partial,implemented,missing,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,CLASS_DESTRUCTOR_DECL,missing,partial,partial,implemented,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,CLASS_METHOD_DECL,missing,partial,partial,implemented,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,CLASS_OPERATOR_DECL,missing,partial,partial,implemented,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,CLASS_PROPERTY_GET_STMT,missing,partial,partial,implemented,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
builtin_functions,CLASS_STMT,missing,implemented,partial,implemented,partial,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,implemented,missing
builtin_functions,CLNG,partial,implemented,missing,implemented,missing,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,partial,diagnostic_only,diagnostic_only
builtin_functions,CLOSE,implemented,implemented,implemented,implemented,partial,diagnostic_only,missing,missing,missing,diagnostic_only,implemented,implemented,missing
builtin_functions,CLOSE_STMT,missing,implemented,partial,diagnostic_only,missing,diagnostic_only,missing,missing,diagnostic_only,missing,partial,diagnostic_only,missing
builtin_functions,CLS,partial,implemented,missing,partial,missing,diagnostic_only,missing,missing,missing,diagnostic_only,partial,implemented,diagnostic_only
builtin_functions,CLS_STMT,missing,partial,missing,diagnostic_only,missing,diagnostic_only,missing,missing,diagnostic_only,missing,partial,diagnostic_only,missing
builtin_functions,CODEPTR,partial,implemented,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,implemented,missing
builtin_functions,COLOR,partial,implemented,missing,partial,missing,diagnostic_only,missing,missing,missing,diagnostic_only,implemented,implemented,diagnostic_only
builtin_functions,COLOR_STMT,missing,partial,missing,diagnostic_only,missing,diagnostic_only,missing,missing,diagnostic_only,missing,partial,diagnostic_only,missing
builtin_functions,CONST,partial,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,partial,implemented,diagnostic_only
builtin_functions,CONST_STMT,missing,implemented,partial,diagnostic_only,missing,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,diagnostic_only,missing
builtin_functions,COS,partial,implemented,missing,partial,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,implemented,missing
builtin_functions,CSNG,partial,implemented,missing,partial,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,partial,missing
builtin_functions,DAY,missing,partial,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing,implemented,missing,missing
builtin_functions,DEC,partial,implemented,missing,missing,missing,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,implemented,missing
builtin_functions,DECLARE,implemented,implemented,missing,implemented,missing,partial,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,implemented,missing
builtin_functions,DECORATOR,partial,partial,missing,partial,missing,missing,missing,missing,missing,missing,diagnostic_only,implemented,missing
builtin_functions,DEFBYT,partial,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DEFDBL,partial,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DEFEXT,partial,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DEFINT,partial,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,implemented,missing
builtin_functions,DEFLNG,partial,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DEFSNG,partial,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DEFSTR,partial,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DEFTYPE_STMT,missing,implemented,missing,diagnostic_only,missing,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,diagnostic_only,missing
builtin_functions,DEF_FN_STMT,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DEF_TYPE,missing,missing,missing,implemented,missing,partial,missing,missing,missing,diagnostic_only,missing,missing,diagnostic_only
builtin_functions,DELETE_STMT,missing,implemented,partial,partial,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DICTCLEAR,missing,missing,missing,partial,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DICTGET,missing,missing,missing,partial,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,implemented,missing
builtin_functions,DICTHAS,missing,missing,missing,partial,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DICTLEN,missing,missing,missing,partial,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,DICTSET,missing,missing,missing,partial,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,implemented,missing
builtin_functions,DIM,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,partial
builtin_functions,DIM_STMT,missing,implemented,partial,partial,partial,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,diagnostic_only,missing
builtin_functions,DIRNAMEFROMPATH,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,DIV,missing,diagnostic_only,missing,implemented,missing,partial,diagnostic_only,missing,diagnostic_only,diagnostic_only,diagnostic_only,partial,diagnostic_only
builtin_functions,DLL,missing,partial,missing,partial,missing,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,implemented,partial
builtin_functions,DOUBLE,missing,partial,missing,implemented,missing,partial,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,diagnostic_only,missing
builtin_functions,DO_EACH_STMT,missing,implemented,partial,diagnostic_only,missing,missing,missing,missing,diagnostic_only,missing,partial,missing,missing
builtin_functions,DO_STMT,missing,implemented,partial,diagnostic_only,missing,missing,missing,missing,diagnostic_only,missing,partial,diagnostic_only,missing
builtin_functions,END,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,partial
builtin_functions,END_STMT,missing,partial,missing,partial,missing,diagnostic_only,diagnostic_only,missing,missing,missing,diagnostic_only,diagnostic_only,missing
builtin_functions,EOF,implemented,implemented,missing,missing,missing,missing,diagnostic_only,missing,diagnostic_only,missing,implemented,implemented,missing
builtin_functions,EQ,missing,diagnostic_only,missing,implemented,missing,partial,diagnostic_only,missing,missing,diagnostic_only,diagnostic_only,partial,diagnostic_only
builtin_functions,EVENT,partial,implemented,missing,implemented,missing,missing,missing,diagnostic_only,missing,diagnostic_only,implemented,implemented,partial
builtin_functions,EVENT_STMT,missing,implemented,partial,implemented,partial,missing,missing,missing,diagnostic_only,missing,partial,missing,missing
builtin_functions,EXECALLOCCLASSINSTANCE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECAREDLLCALLINGCONVENTIONSCOMPATIBLE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECARRAYEXTENT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECARRAYRESIZEVAR,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,partial,missing,missing
builtin_functions,EXECBINARYOPERATORTOKENTOROUTINESUFFIX,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECBUILDFIELDPATH,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECBUILDROUTINEMAPFROMCLASS,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECBUILDTOPLEVELLABELMAP,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECBUILDTOPLEVELROUTINEMAP,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECBUILDVTABLEMAP,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECBUILTINARGASINT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECBUILTINARGASTEXT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECBUILTINARGASTYPENAME,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECBUILTINGETARGNODE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECBUILTINTEXTMIDCALL,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECBUILTINTEXTSPACECALL,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECBUILTINTEXTSTRINGCALL,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECCANACCESSMETHOD,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCANASSIGNCLASSTYPE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCASEEXPRMATCHES,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECCHILDAT,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,implemented,diagnostic_only,missing
builtin_functions,EXECCHILDCOUNT,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,implemented,missing,missing
builtin_functions,EXECCLAMPI32,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECCLASSALLOWSFRIENDCALLER,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSBASENAME,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSFIELDHASFLAG,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSHASFLAG,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSISORDERIVEDFROM,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSISORDERIVESFROM,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSMETHODACCESSTEXT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSMETHODHASFLAG,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCLASSPROPERTYHASACCESSOR,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCOLLECTIONCREATE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,partial,missing,missing
builtin_functions,EXECCOLLECTIONENSUREKIND,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECCOLLECTIONGETHANDLEARG,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCOLLECTIONGETINTARG,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCOLLECTIONGETTEXTARG,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCOLLECTIONGETVALUEARG,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCONFIGURECLASSSTORAGE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECCONSUMELOOPEXIT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,implemented,missing,missing
builtin_functions,EXECCONTAINSINVALIDDLLCHARS,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDEBUGGETFFIX86RESOLVEDCOUNT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,implemented,missing
builtin_functions,EXECDEBUGGETINPUTQUEUEREMAINING,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,partial,missing
builtin_functions,EXECDEBUGGETKEYQUEUEREMAINING,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,diagnostic_only,missing
builtin_functions,EXECDEBUGGETLOCATEROW,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,partial,missing
builtin_functions,EXECDEBUGINPUTQUEUEPOP,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDEBUGKEYQUEUEPOP,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECDICTCLEAR,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDICTFINDKEY,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDICTGET,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDICTHAS,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDICTLEN,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDICTSET,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECDLLCALLISALLOWLISTED,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,diagnostic_only,missing
builtin_functions,EXECENSUREVAR,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,partial,missing,missing
builtin_functions,EXECEVALBINARYVALUES,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINCALL,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONCATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONDICT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONLIST,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONSET,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINFFICATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINFILECATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINKEYBOARDCATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINLAYOUTCATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINPEEKCATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINPOINTERCATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINSCALARCATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALBUILTINTIMERANDOMCATEGORY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALCALL,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,diagnostic_only,missing
builtin_functions,EXECEVALCONST,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALDEF,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALDIM,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALDLLARGASMIXEDSLOT,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECEVALDLLCALLCORE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALEXPRESSION,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,implemented,diagnostic_only,missing
builtin_functions,EXECEVALMETHODCALL,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALNODE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,implemented,diagnostic_only,missing
builtin_functions,EXECEVALNODEASTEXT,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,implemented,missing,missing
builtin_functions,EXECEVALPIPEINVOKE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALREDIM,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALSETSTRINGSIZE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEVALSTRINGLITERAL,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECEVALUSERCALL,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECEXCEPTIONBUILDMESSAGE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECFFINORMALIZETYPETOKEN,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECFFIPARSEARGTYPELIST,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECFIELDNODETYPENAME,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFIELDPATHREADIDENT,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFIELDPATHSKIPINDEXES,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFIELDZEROVALUE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDAGGREGATEFIELDNODE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDAGGREGATENODEBYNAME,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDCHILDBYKIND,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDCLASSDECLNODE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDCLASSMETHODDECL,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDCLASSNODE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDCLASSPROPERTYACCESSORBODY,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDNODENAMESPACE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDNODENAMESPACEREC,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDRUNTIMEVTABLECLASSBYHANDLE,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDRUNTIMEVTABLECLASSINDEX,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDRUNTIMEVTABLEHANDLE,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDVAR,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing,missing,partial,diagnostic_only,missing
builtin_functions,EXECFINDVTABLEROUTINEIDX,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,diagnostic_only,missing,missing
builtin_functions,EXECFINDX86RESOLVEDPROC,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECFINDX86RESOLVERENTRYINDEX,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECFINDX86SYMPTRMAPINDEX,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECFORMATFILEERROR,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,missing,missing
builtin_functions,EXECGETACTIVEFFIABINAME,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,partial,diagnostic_only,missing
