category,item,lexer,parser,ast,semantic,hir,mir,ast_interpreter,mir_interpreter,x64_ast,x64_mir,runtime,tests,docs
statements,THEN,implemented,implemented,implemented,implemented,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,diagnostic_only
statements,THREAD,partial,implemented,missing,implemented,missing,missing,missing,diagnostic_only,missing,diagnostic_only,partial,implemented,diagnostic_only
statements,THREAT,partial,partial,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
statements,THROW,partial,implemented,missing,implemented,missing,diagnostic_only,missing,missing,missing,diagnostic_only,partial,implemented,missing
statements,TIMER,partial,implemented,missing,partial,missing,diagnostic_only,diagnostic_only,missing,diagnostic_only,diagnostic_only,implemented,implemented,diagnostic_only
statements,TO,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,diagnostic_only
statements,TRIGGER,partial,implemented,missing,partial,missing,missing,missing,missing,diagnostic_only,diagnostic_only,missing,implemented,missing
statements,TRY,partial,implemented,missing,partial,missing,missing,missing,missing,missing,diagnostic_only,implemented,implemented,diagnostic_only
statements,TYPE,implemented,implemented,implemented,implemented,partial,partial,diagnostic_only,diagnostic_only,diagnostic_only,missing,implemented,implemented,diagnostic_only
statements,U16,partial,implemented,missing,implemented,missing,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,missing,missing
statements,U32,partial,implemented,missing,implemented,missing,missing,missing,missing,diagnostic_only,missing,diagnostic_only,partial,missing
statements,U64,partial,implemented,missing,implemented,missing,missing,missing,diagnostic_only,diagnostic_only,missing,partial,implemented,missing
statements,U8,partial,implemented,missing,implemented,missing,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,implemented,missing
statements,UCASE,implemented,implemented,implemented,implemented,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,missing
statements,UNTIL,partial,implemented,missing,missing,missing,missing,missing,missing,missing,missing,partial,partial,missing
statements,USING,partial,implemented,missing,missing,missing,missing,missing,missing,missing,missing,missing,implemented,missing
statements,VAL,partial,implemented,missing,implemented,missing,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,implemented,diagnostic_only
statements,VARPTR,partial,implemented,missing,partial,missing,missing,diagnostic_only,missing,diagnostic_only,missing,diagnostic_only,implemented,missing
statements,VIRTUAL,partial,partial,missing,partial,missing,missing,missing,missing,missing,missing,partial,implemented,missing
statements,WHILE,implemented,implemented,implemented,implemented,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,missing,partial,implemented,missing
statements,XOR,partial,implemented,missing,implemented,missing,partial,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,diagnostic_only,implemented,diagnostic_only
