surface_id,surface_name,surface_kind,lifecycle_route,implementation_owner,compile_time_route,runtime_route,backend_route_x64,backend_route_x86,backend_route_js,backend_route_wat,backend_route_wasm,test_positive,test_negative
UXB-SURFACE-062,CDECL,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-063,FINAL,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_core.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-064,FRIEND,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-065,IMMUTABLE,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-066,IMPORT,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_path_validation_helpers.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-067,INCLUDE,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_path_validation_helpers.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-068,MODULE,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_shared.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-069,MUTABLE,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-070,NAMESPACE,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_dispatch.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-071,PRIVATE,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_expr.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-072,PROTECTED,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-073,PUBLIC,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-074,READONLY,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-075,RESTRICTED,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-076,SEALED,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:COMPILE_TIME_ONLY | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:COMPILE_TIME_ONLY | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_core.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-077,STATIC,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_class_method.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-078,STDCALL,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:COMPILE_TIME_ONLY,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_dispatch.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-079,USING,directive,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:COMPILE_TIME_ONLY | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_stmt_decl_dispatch.fbs,KEEP_COMPILE_TIME_CONTRACT
UXB-SURFACE-080,CASE,basic_statement,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:WASM_UNSUPPORTED -> wasm:WASM_UNSUPPORTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,WASM_UNSUPPORTED,src/parser/parser/parser_expr.fbs,KEEP_GATE_COVERAGE
UXB-SURFACE-081,DO,basic_statement,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_expr.fbs,KEEP_GATE_COVERAGE
UXB-SURFACE-082,EACH,basic_statement,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:WASM_UNSUPPORTED -> wasm:WASM_UNSUPPORTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:MISSING | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,WASM_UNSUPPORTED,src/parser/parser/parser_stmt_flow.fbs,KEEP_GATE_COVERAGE
UXB-SURFACE-083,ELSE,basic_statement,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_expr.fbs,KEEP_GATE_COVERAGE
UXB-SURFACE-084,ELSEIF,basic_statement,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:IMPLEMENTED -> wasm:IMPLEMENTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:MISSING | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,src/parser/parser/parser_expr.fbs,KEEP_GATE_COVERAGE
UXB-SURFACE-085,END,basic_statement,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED -> ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED -> x64:IMPLEMENTED -> x86:IMPLEMENTED -> js:IMPLEMENTED -> wat:WASM_UNSUPPORTED -> wasm:WASM_UNSUPPORTED,codex-step1,lexer:IMPLEMENTED | parser:IMPLEMENTED | ast_contract:IMPLEMENTED | semantic:IMPLEMENTED | type_binding:IMPLEMENTED | layout:IMPLEMENTED | hir:IMPLEMENTED | mir:IMPLEMENTED | mir_verify:IMPLEMENTED,ast_interpreter:IMPLEMENTED | mir_interpreter:IMPLEMENTED | browser_runtime:IMPLEMENTED | library_binding:IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,IMPLEMENTED,WASM_UNSUPPORTED,WASM_UNSUPPORTED,src/parser/parser/parser_expr.fbs,KEEP_GATE_COVERAGE
