category,item,js_policy,wasm_policy,handler,reason,source_parser,source_mir,source_x64_mir,source_runtime,source_tests
builtin_functions,ABS,native_js_math,native_wasm_or_host,ux.math,math_builtin,implemented,missing,diagnostic_only,diagnostic_only,implemented
builtin_functions,ABSTRACT,js_object_model,host_object_handle,ux.oop,oop_builtin,implemented,missing,missing,diagnostic_only,implemented
builtin_functions,ADD,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,diagnostic_only,partial,diagnostic_only,diagnostic_only,implemented
builtin_functions,AND,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,diagnostic_only,implemented,implemented
builtin_functions,ANY,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,missing,implemented,implemented
builtin_functions,API,bridge_only,host_import,ux.ffi,ffi_builtin,implemented,diagnostic_only,missing,diagnostic_only,implemented
builtin_functions,APPEND,browser_file_host,host_import,ux.file,file_builtin,missing,missing,missing,implemented,implemented
builtin_functions,AS,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,diagnostic_only,implemented,implemented
builtin_functions,ASC,native_js_string,host_string_import,ux.string,string_builtin,implemented,missing,diagnostic_only,implemented,implemented
builtin_functions,ASSERT,js_exception_model,host_or_exception_proposal,ux.errors,error_builtin,implemented,diagnostic_only,diagnostic_only,partial,implemented
builtin_functions,ASSERT_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,diagnostic_only,missing,partial,partial
builtin_functions,ASSIGN_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,ATN,native_js_math,native_wasm_or_host,ux.math,math_builtin,implemented,diagnostic_only,missing,diagnostic_only,implemented
builtin_functions,BALL,external_runtime_decimal,host_import,ux.highPrecision,high_precision_builtin,implemented,missing,missing,implemented,implemented
builtin_functions,BAND,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,BIGD,external_runtime_decimal,host_import,ux.highPrecision,high_precision_builtin,implemented,missing,missing,implemented,implemented
builtin_functions,BIGF,external_runtime_decimal,host_import,ux.highPrecision,high_precision_builtin,implemented,missing,missing,implemented,implemented
builtin_functions,BINARY,browser_file_host,host_import,ux.file,file_builtin,implemented,diagnostic_only,missing,partial,implemented
builtin_functions,BLOCK,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,diagnostic_only,diagnostic_only,implemented
builtin_functions,BOR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,BXOR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,BYREF,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,diagnostic_only,implemented,implemented
builtin_functions,BYTE,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,implemented,implemented
builtin_functions,BYVAL,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,missing,implemented,implemented
builtin_functions,CALL,bridge_only,host_import,ux.ffi,ffi_builtin,implemented,partial,diagnostic_only,partial,implemented
builtin_functions,CALL_DLL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,diagnostic_only,missing,partial
builtin_functions,CALL_EXPR,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,diagnostic_only,missing,implemented,implemented
builtin_functions,CALL_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,diagnostic_only,missing,diagnostic_only,implemented
builtin_functions,CAST,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,diagnostic_only,missing,missing
builtin_functions,CDBL,native_js_math,native_wasm_or_host,ux.math,math_builtin,implemented,diagnostic_only,missing,implemented,partial
builtin_functions,CDECL,bridge_only,host_import,ux.ffi,ffi_builtin,implemented,partial,missing,implemented,implemented
builtin_functions,CG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,diagnostic_only,missing,missing
builtin_functions,CHR,native_js_string,host_string_import,ux.string,string_builtin,implemented,diagnostic_only,diagnostic_only,implemented,implemented
builtin_functions,CINT,native_js_math,native_wasm_or_host,ux.math,math_builtin,implemented,missing,diagnostic_only,implemented,implemented
builtin_functions,CLASS,js_object_model,host_object_handle,ux.oop,oop_builtin,implemented,diagnostic_only,missing,diagnostic_only,implemented
builtin_functions,CLASS_ACCESS,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,missing,missing,diagnostic_only,partial
builtin_functions,CLASS_CONSTRUCTOR_DECL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,missing,missing,diagnostic_only,missing
builtin_functions,CLASS_DESTRUCTOR_DECL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,CLASS_METHOD_DECL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,CLASS_OPERATOR_DECL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,CLASS_PROPERTY_GET_STMT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,diagnostic_only,missing,diagnostic_only,missing
builtin_functions,CLASS_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,diagnostic_only,missing,diagnostic_only,implemented
builtin_functions,CLNG,native_js_math,native_wasm_or_host,ux.math,math_builtin,implemented,missing,diagnostic_only,partial,diagnostic_only
builtin_functions,CLOSE,browser_file_host,host_import,ux.file,file_builtin,implemented,diagnostic_only,diagnostic_only,implemented,implemented
builtin_functions,CLOSE_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,diagnostic_only,missing,partial,diagnostic_only
builtin_functions,CLS,browser_host,host_import,ux.console,console_builtin,implemented,diagnostic_only,diagnostic_only,partial,implemented
builtin_functions,CLS_STMT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,diagnostic_only,missing,partial,diagnostic_only
builtin_functions,CODEPTR,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,implemented
builtin_functions,COLOR,browser_host,host_import,ux.console,console_builtin,implemented,diagnostic_only,diagnostic_only,implemented,implemented
builtin_functions,COLOR_STMT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,diagnostic_only,missing,partial,diagnostic_only
builtin_functions,CONST,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,diagnostic_only,partial,implemented
builtin_functions,CONST_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,diagnostic_only
builtin_functions,COS,native_js_math,native_wasm_or_host,ux.math,math_builtin,implemented,diagnostic_only,missing,diagnostic_only,implemented
builtin_functions,CSNG,native_js_math,native_wasm_or_host,ux.math,math_builtin,implemented,diagnostic_only,missing,diagnostic_only,partial
builtin_functions,DAY,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,partial,missing,missing,implemented,missing
builtin_functions,DEC,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,implemented
builtin_functions,DECLARE,bridge_only,host_import,ux.ffi,ffi_builtin,implemented,partial,missing,implemented,implemented
builtin_functions,DECORATOR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,missing,missing,diagnostic_only,implemented
builtin_functions,DEFBYT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,missing
builtin_functions,DEFDBL,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,missing
builtin_functions,DEFEXT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,missing
builtin_functions,DEFINT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,implemented
builtin_functions,DEFLNG,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,missing
builtin_functions,DEFSNG,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,missing
builtin_functions,DEFSTR,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,missing
builtin_functions,DEFTYPE_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,diagnostic_only
builtin_functions,DEF_FN_STMT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,DEF_TYPE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,partial,diagnostic_only,missing,missing
builtin_functions,DELETE_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,missing
builtin_functions,DICTCLEAR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,DICTGET,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,implemented
builtin_functions,DICTHAS,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,DICTLEN,js_runtime_structure,host_or_linear_memory,ux.collections,collection_builtin,missing,missing,missing,diagnostic_only,missing
builtin_functions,DICTSET,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,implemented
builtin_functions,DIM,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,diagnostic_only,implemented,implemented
builtin_functions,DIM_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,diagnostic_only,diagnostic_only
builtin_functions,DIRNAMEFROMPATH,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,DIV,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,diagnostic_only,partial,diagnostic_only,diagnostic_only,partial
builtin_functions,DLL,bridge_only,host_import,ux.ffi,ffi_builtin,partial,diagnostic_only,missing,implemented,implemented
builtin_functions,DOUBLE,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,partial,partial,missing,implemented,diagnostic_only
builtin_functions,DO_EACH_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,partial,missing
builtin_functions,DO_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,partial,diagnostic_only
builtin_functions,END,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,partial,diagnostic_only,implemented,implemented
builtin_functions,END_STMT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,partial,diagnostic_only,missing,diagnostic_only,diagnostic_only
builtin_functions,EOF,browser_file_host,host_import,ux.file,file_builtin,implemented,missing,missing,implemented,implemented
builtin_functions,EQ,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,diagnostic_only,partial,diagnostic_only,diagnostic_only,partial
builtin_functions,EVENT,async_host_runtime,host_import,ux.events,event_builtin,implemented,missing,diagnostic_only,implemented,implemented
builtin_functions,EVENT_STMT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,implemented,missing,missing,partial,missing
builtin_functions,EXECALLOCCLASSINSTANCE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECAREDLLCALLINGCONVENTIONSCOMPATIBLE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECARRAYEXTENT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECARRAYRESIZEVAR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECBINARYOPERATORTOKENTOROUTINESUFFIX,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECBUILDFIELDPATH,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECBUILDROUTINEMAPFROMCLASS,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECBUILDTOPLEVELLABELMAP,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECBUILDTOPLEVELROUTINEMAP,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECBUILDVTABLEMAP,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECBUILTINARGASINT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECBUILTINARGASTEXT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECBUILTINARGASTYPENAME,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECBUILTINGETARGNODE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECBUILTINTEXTMIDCALL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECBUILTINTEXTSPACECALL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECBUILTINTEXTSTRINGCALL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECCANACCESSMETHOD,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCANASSIGNCLASSTYPE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCASEEXPRMATCHES,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECCHILDAT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,missing,missing,missing,implemented,diagnostic_only
builtin_functions,EXECCHILDCOUNT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,missing,missing,missing,implemented,missing
builtin_functions,EXECCLAMPI32,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECCLASSALLOWSFRIENDCALLER,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSBASENAME,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSFIELDHASFLAG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSHASFLAG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSISORDERIVEDFROM,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSISORDERIVESFROM,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSMETHODACCESSTEXT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSMETHODHASFLAG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCLASSPROPERTYHASACCESSOR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCOLLECTIONCREATE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECCOLLECTIONENSUREKIND,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECCOLLECTIONGETHANDLEARG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCOLLECTIONGETINTARG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCOLLECTIONGETTEXTARG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCOLLECTIONGETVALUEARG,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCONFIGURECLASSSTORAGE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECCONSUMELOOPEXIT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,missing,missing,missing,implemented,missing
builtin_functions,EXECCONTAINSINVALIDDLLCHARS,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDEBUGGETFFIX86RESOLVEDCOUNT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,implemented
builtin_functions,EXECDEBUGGETINPUTQUEUEREMAINING,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,partial
builtin_functions,EXECDEBUGGETKEYQUEUEREMAINING,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,diagnostic_only
builtin_functions,EXECDEBUGGETLOCATEROW,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,partial
builtin_functions,EXECDEBUGINPUTQUEUEPOP,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDEBUGKEYQUEUEPOP,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECDICTCLEAR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDICTFINDKEY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDICTGET,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDICTHAS,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDICTLEN,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDICTSET,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECDLLCALLISALLOWLISTED,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,diagnostic_only
builtin_functions,EXECENSUREVAR,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECEVALBINARYVALUES,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINCALL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONCATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONDICT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONLIST,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINCOLLECTIONSET,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINFFICATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,diagnostic_only
builtin_functions,EXECEVALBUILTINFILECATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINKEYBOARDCATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINLAYOUTCATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINPEEKCATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINPOINTERCATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINSCALARCATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALBUILTINTIMERANDOMCATEGORY,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALCALL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,diagnostic_only
builtin_functions,EXECEVALCONST,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALDEF,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALDIM,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALDLLARGASMIXEDSLOT,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECEVALDLLCALLCORE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALEXPRESSION,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,missing,missing,missing,implemented,diagnostic_only
builtin_functions,EXECEVALMETHODCALL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALNODE,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,missing,missing,missing,implemented,diagnostic_only
builtin_functions,EXECEVALNODEASTEXT,host_runtime_dispatch,host_import_if_called,ux.callBuiltin,generic_implemented_surface,missing,missing,missing,implemented,missing
builtin_functions,EXECEVALPIPEINVOKE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALREDIM,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALSETSTRINGSIZE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEVALSTRINGLITERAL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
builtin_functions,EXECEVALUSERCALL,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,diagnostic_only,missing
builtin_functions,EXECEXCEPTIONBUILDMESSAGE,diagnostic_surface_entry,diagnostic_surface_entry,ux.diag,matrix_missing_or_doc_entry,missing,missing,missing,partial,missing
